epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,6939.9,1.35622,2.29368,1.54159,0.48289,0.36852,0.37304,0.19732,1.58429,5.18602,1.68686,0.000991,0.000991,0.000991
184,6976.12,1.32245,2.17067,1.54137,0.50979,0.34899,0.36436,0.19095,1.5835,5.29872,1.6912,0.0009415,0.0009415,0.0009415
185,7012.46,1.27881,2.18741,1.48226,0.49404,0.36852,0.36287,0.1934,1.58206,5.31343,1.6924,0.000892,0.000892,0.000892
186,7048.67,1.30077,2.18833,1.49192,0.49744,0.35289,0.36279,0.19027,1.58235,5.35006,1.69917,0.0008425,0.0008425,0.0008425
187,7085.16,1.31903,2.29278,1.5162,0.48129,0.3607,0.36215,0.1902,1.58903,5.33164,1.70178,0.000793,0.000793,0.000793
188,7121.29,1.28154,2.20281,1.48494,0.45856,0.36581,0.36253,0.19333,1.59472,5.24476,1.70905,0.0007435,0.0007435,0.0007435
189,7157.53,1.30075,2.13034,1.50487,0.50124,0.35552,0.35768,0.18565,1.59981,5.24763,1.71656,0.000694,0.000694,0.000694
190,7193.58,1.28217,2.0908,1.48237,0.53417,0.34479,0.35739,0.18651,1.59646,5.25156,1.71844,0.0006445,0.0006445,0.0006445
191,7231.84,1.32831,2.20909,1.49764,0.53899,0.3568,0.35805,0.18973,1.59174,5.27645,1.7178,0.000595,0.000595,0.000595
192,7268.42,1.27598,2.13798,1.48261,0.51388,0.35574,0.36283,0.19479,1.58083,5.28439,1.71073,0.0005455,0.0005455,0.0005455
193,7304.66,1.28205,2.09079,1.49681,0.4919,0.37265,0.36119,0.19445,1.58013,5.28646,1.70791,0.000496,0.000496,0.000496
194,7341.8,1.2765,2.15995,1.47516,0.49822,0.3568,0.36012,0.19202,1.59193,5.2776,1.71775,0.0004465,0.0004465,0.0004465
195,7378.31,1.26491,2.12229,1.4904,0.47587,0.38414,0.3628,0.1911,1.59358,5.28314,1.72097,0.000397,0.000397,0.000397
196,7414.63,1.26815,2.04659,1.48714,0.47695,0.36934,0.36095,0.18938,1.60282,5.24185,1.72903,0.0003475,0.0003475,0.0003475
197,7451.42,1.26232,2.08473,1.4679,0.46798,0.37633,0.35977,0.18843,1.60333,5.24702,1.73058,0.000298,0.000298,0.000298
198,7487.76,1.27028,2.12142,1.5148,0.46854,0.37144,0.35808,0.18842,1.6063,5.23951,1.73008,0.0002485,0.0002485,0.0002485
199,7524.38,1.25764,2.06852,1.48378,0.46295,0.36852,0.35759,0.18819,1.60589,5.25018,1.73092,0.000199,0.000199,0.000199
200,7561.02,1.24411,1.97494,1.43907,0.48558,0.36037,0.35876,0.18819,1.60332,5.26264,1.73083,0.0001495,0.0001495,0.0001495
