epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,317.183,1.69668,1.62521,1.45832,0.3916,0.38717,0.37797,0.18018,2.06946,2.27174,1.68267,0.002496,0.002496,0.002496
30,326.698,1.66512,1.56941,1.43844,0.41397,0.42591,0.39556,0.18772,2.06805,2.3225,1.66317,0.002478,0.002478,0.002478
31,336.428,1.66899,1.60096,1.43706,0.39988,0.41446,0.37055,0.186,2.06384,2.37684,1.66462,0.00246,0.00246,0.00246
32,345.624,1.64197,1.57568,1.42215,0.46157,0.39634,0.40505,0.20912,2.04551,2.1295,1.6203,0.002442,0.002442,0.002442
33,355.017,1.59828,1.49215,1.39066,0.37705,0.3784,0.38034,0.19104,2.04714,2.47976,1.62814,0.002424,0.002424,0.002424
34,364.419,1.61929,1.47568,1.39923,0.40293,0.4156,0.38317,0.18402,2.07039,2.25572,1.67406,0.002406,0.002406,0.002406
35,374.14,1.56955,1.42487,1.37033,0.41826,0.36467,0.37152,0.18276,2.03965,2.16944,1.62581,0.002388,0.002388,0.002388
36,383.743,1.56097,1.42022,1.36156,0.61194,0.32892,0.39774,0.18849,2.04537,2.34628,1.66241,0.00237,0.00237,0.00237
37,393.463,1.59093,1.39886,1.387,0.43972,0.36582,0.3511,0.17985,2.05375,2.47657,1.68585,0.002352,0.002352,0.002352
38,403.107,1.58575,1.36734,1.38336,0.42666,0.43183,0.38601,0.1929,1.98948,2.08364,1.58093,0.002334,0.002334,0.002334
39,412.859,1.52236,1.3303,1.34826,0.48613,0.42477,0.41562,0.20303,2.00733,2.24184,1.60228,0.002316,0.002316,0.002316
40,422.709,1.5325,1.36181,1.34662,0.47576,0.43662,0.40961,0.20384,2.05434,2.10362,1.61186,0.002298,0.002298,0.002298
41,432.331,1.54332,1.39063,1.34765,0.51394,0.42135,0.42439,0.20551,2.05854,2.16713,1.61789,0.00228,0.00228,0.00228
42,441.796,1.59423,1.37856,1.38164,0.39914,0.43483,0.37838,0.18824,2.04658,2.06556,1.63006,0.002262,0.002262,0.002262
43,451.282,1.55616,1.33219,1.35352,0.52988,0.45022,0.43354,0.21698,2.02957,2.27469,1.59363,0.002244,0.002244,0.002244
44,461.137,1.50685,1.28058,1.33051,0.43907,0.45416,0.4058,0.2014,1.98107,2.08859,1.59757,0.002226,0.002226,0.002226
45,470.53,1.48802,1.2682,1.31306,0.39732,0.44556,0.38167,0.18907,1.99116,2.3111,1.60122,0.002208,0.002208,0.002208
46,479.809,1.50692,1.26579,1.3119,0.36712,0.46464,0.40181,0.20628,1.97728,2.08425,1.57069,0.00219,0.00219,0.00219
47,489.992,1.50211,1.27577,1.31509,0.36057,0.41602,0.38916,0.19286,2.05267,2.47871,1.67664,0.002172,0.002172,0.002172
48,499.548,1.50167,1.26361,1.32029,0.445,0.3843,0.4007,0.20233,1.97102,2.50617,1.616,0.002154,0.002154,0.002154
49,509.165,1.41151,1.19659,1.26614,0.44259,0.41269,0.37743,0.19313,2.01186,2.57178,1.61085,0.002136,0.002136,0.002136
50,519.329,1.3819,1.15064,1.24204,0.53435,0.33625,0.38468,0.1922,1.98285,2.64029,1.56256,0.002118,0.002118,0.002118
51,528.932,1.36028,1.08977,1.23295,0.50748,0.43224,0.41524,0.20256,2.05997,2.09137,1.63644,0.0021,0.0021,0.0021
52,538.663,1.34593,1.13326,1.22603,0.50968,0.43183,0.41101,0.21148,2.03412,2.09888,1.65186,0.002082,0.002082,0.002082
53,548.496,1.34782,1.08409,1.21812,0.42769,0.44938,0.42822,0.21289,2.00428,2.08498,1.65807,0.002064,0.002064,0.002064
54,557.793,1.34649,1.10814,1.2213,0.42943,0.44556,0.39436,0.19528,2.01426,2.3039,1.61548,0.002046,0.002046,0.002046
55,567.131,1.35119,1.0707,1.22066,0.38135,0.42316,0.36595,0.18904,2.01964,2.27311,1.64793,0.002028,0.002028,0.002028
56,576.696,1.34487,1.10912,1.23114,0.43782,0.42209,0.41234,0.21457,2.00249,2.2911,1.6351,0.00201,0.00201,0.00201
57,587.059,1.35552,1.10001,1.23819,0.41243,0.40666,0.37549,0.18276,2.03992,2.55616,1.65393,0.001992,0.001992,0.001992
58,597.181,1.33709,1.05774,1.22331,0.38716,0.46618,0.39577,0.1989,2.05481,2.23263,1.65678,0.001974,0.001974,0.001974
59,606.468,1.30691,1.00313,1.20057,0.47529,0.44035,0.39074,0.2058,2.02915,2.31783,1.66248,0.001956,0.001956,0.001956
60,616.333,1.30496,1.02237,1.19746,0.49842,0.43508,0.41551,0.20752,2.01283,2.11029,1.63074,0.001938,0.001938,0.001938
61,626.134,1.29688,1.01322,1.18788,0.48012,0.43767,0.40909,0.21085,2.02615,2.16981,1.60535,0.00192,0.00192,0.00192
62,635.92,1.28528,0.99496,1.18058,0.31736,0.43548,0.23946,0.10776,2.10022,4.29921,1.69801,0.001902,0.001902,0.001902
63,646.107,1.28746,0.97785,1.19861,0.48641,0.47974,0.41016,0.21012,2.01099,2.36841,1.64561,0.001884,0.001884,0.001884
64,655.867,1.22586,0.96739,1.16062,0.45873,0.40779,0.37262,0.1987,1.98561,2.53201,1.62485,0.001866,0.001866,0.001866
65,665.388,1.21147,0.92516,1.15302,0.35432,0.47382,0.3711,0.18989,2.06775,2.24939,1.69407,0.001848,0.001848,0.001848
66,675.028,1.22963,0.95771,1.15762,0.38797,0.43111,0.35219,0.18211,2.04888,2.50259,1.71264,0.00183,0.00183,0.00183
67,684.487,1.20629,0.92019,1.14422,0.50052,0.44653,0.39547,0.2031,1.98657,2.70649,1.64711,0.001812,0.001812,0.001812
68,693.99,1.16747,0.86407,1.12552,0.44046,0.4389,0.38408,0.20694,2.04388,2.08344,1.65805,0.001794,0.001794,0.001794
69,703.719,1.17571,0.87816,1.12182,0.50218,0.36507,0.36929,0.19944,2.09221,2.52963,1.71105,0.001776,0.001776,0.001776
70,713.253,1.18054,0.86442,1.12626,0.4216,0.42215,0.37157,0.19262,2.05347,2.23811,1.68493,0.001758,0.001758,0.001758
71,723.113,1.15864,0.86149,1.1138,0.42269,0.43999,0.36944,0.18817,2.03887,2.33044,1.6762,0.00174,0.00174,0.00174
72,732.404,1.16447,0.87835,1.10531,0.47407,0.42261,0.38652,0.18787,2.07378,2.42157,1.76117,0.001722,0.001722,0.001722
73,741.626,1.14763,0.85873,1.11161,0.50123,0.48206,0.40691,0.20876,1.99373,2.17469,1.66317,0.001704,0.001704,0.001704
74,751.304,1.12166,0.91972,1.09304,0.46926,0.51025,0.43714,0.2286,2.01824,1.93669,1.65318,0.001686,0.001686,0.001686
75,761.062,1.10773,0.88939,1.08729,0.49454,0.3935,0.40101,0.20659,2.04774,2.27949,1.71027,0.001668,0.001668,0.001668
76,770.898,1.07706,0.79654,1.08746,0.5722,0.40284,0.40601,0.19759,2.03641,2.95509,1.71976,0.00165,0.00165,0.00165
77,781.213,1.07244,0.77302,1.06338,0.52278,0.48738,0.44376,0.20934,2.04703,2.4293,1.73351,0.001632,0.001632,0.001632
78,791.293,1.0744,0.76086,1.07035,0.52363,0.40933,0.41486,0.21039,2.00841,2.47584,1.72903,0.001614,0.001614,0.001614
79,801.151,1.05817,0.75725,1.05494,0.52893,0.48031,0.42416,0.21518,2.02941,2.49365,1.73772,0.001596,0.001596,0.001596
80,810.612,1.05197,0.75462,1.07113,0.54209,0.46687,0.42188,0.22003,2.02272,2.0807,1.72517,0.001578,0.001578,0.001578
81,820.374,1.07558,0.76903,1.06812,0.46325,0.41429,0.38901,0.19823,2.04732,3.06735,1.77808,0.00156,0.00156,0.00156
82,829.856,1.08995,0.75797,1.07777,0.52644,0.43394,0.38811,0.19113,2.05999,2.54283,1.74635,0.001542,0.001542,0.001542
83,839.462,1.09374,0.76956,1.07972,0.48759,0.45627,0.39839,0.205,2.07844,2.40897,1.77415,0.001524,0.001524,0.001524
84,848.933,1.08403,0.75587,1.07222,0.49695,0.41047,0.40706,0.21288,2.04854,2.34819,1.73423,0.001506,0.001506,0.001506
85,858.764,1.06861,0.76471,1.05895,0.52201,0.43995,0.42496,0.21289,2.07847,2.06184,1.75828,0.001488,0.001488,0.001488
86,868.294,1.04116,0.73454,1.05816,0.47699,0.4311,0.39031,0.20044,2.07771,2.4006,1.70015,0.00147,0.00147,0.00147
87,877.949,1.02935,0.73998,1.04168,0.50088,0.43451,0.3969,0.20473,2.04451,2.52094,1.70803,0.001452,0.001452,0.001452
88,887.55,1.01412,0.73149,1.03947,0.53106,0.44369,0.42175,0.213,2.05832,2.15446,1.69125,0.001434,0.001434,0.001434
89,896.918,1.00021,0.70144,1.01924,0.57212,0.44255,0.42696,0.22499,2.01554,2.1342,1.66292,0.001416,0.001416,0.001416
90,906.596,0.99832,0.70227,1.02412,0.50866,0.4416,0.40909,0.21352,1.99823,2.1731,1.71273,0.001398,0.001398,0.001398
91,916.25,0.97628,0.68741,1.02279,0.5196,0.46926,0.42024,0.22048,2.03319,2.13591,1.69731,0.00138,0.00138,0.00138
92,925.817,0.96189,0.67477,1.01444,0.48722,0.48624,0.42292,0.21996,1.93749,2.13639,1.61082,0.001362,0.001362,0.001362
93,935.488,0.96921,0.66489,1.01596,0.51022,0.44901,0.405,0.21487,2.07129,2.25309,1.74439,0.001344,0.001344,0.001344
94,945.396,0.97465,0.67305,1.01427,0.46396,0.43485,0.41277,0.22168,2.025,2.1901,1.72281,0.001326,0.001326,0.001326
95,955.2,0.97316,0.69696,1.0166,0.51133,0.43053,0.36873,0.2049,1.99837,2.24892,1.71017,0.001308,0.001308,0.001308
96,964.58,0.95206,0.68455,1.0163,0.52233,0.45381,0.4125,0.22126,2.01815,2.83295,1.69971,0.00129,0.00129,0.00129
97,974.176,0.92338,0.66338,1.00189,0.54926,0.48361,0.45077,0.22786,2.00643,2.09263,1.69208,0.001272,0.001272,0.001272
98,984.128,0.90369,0.63833,0.98474,0.55943,0.43167,0.41779,0.21674,2.03801,2.13585,1.76021,0.001254,0.001254,0.001254
99,993.612,0.91928,0.64458,0.99533,0.52653,0.4311,0.42095,0.20873,2.05556,2.20954,1.75453,0.001236,0.001236,0.001236
100,1002.91,0.9458,0.66746,1.01214,0.54696,0.44838,0.40675,0.20886,2.09879,2.52454,1.74118,0.001218,0.001218,0.001218
101,1012.92,0.94335,0.63567,1.0094,0.62142,0.41851,0.41173,0.20537,2.02011,2.1193,1.69506,0.0012,0.0012,0.0012
102,1022.22,0.91538,0.64153,0.98912,0.5358,0.44693,0.40559,0.20902,2.03569,2.10017,1.71035,0.001182,0.001182,0.001182
103,1031.76,0.90158,0.62536,0.98385,0.48899,0.49883,0.41645,0.21283,2.02632,2.18904,1.69346,0.001164,0.001164,0.001164
104,1041.93,0.86684,0.60621,0.97254,0.62415,0.41917,0.42298,0.21751,1.99091,2.07876,1.66021,0.001146,0.001146,0.001146
105,1051.2,0.88289,0.62416,0.9785,0.51677,0.43548,0.38118,0.19998,2.0131,2.47622,1.70397,0.001128,0.001128,0.001128
106,1061.82,0.87373,0.60735,0.97694,0.5361,0.4328,0.43311,0.22569,1.98655,2.03418,1.71068,0.00111,0.00111,0.00111
107,1071.65,0.86403,0.6089,0.96772,0.56047,0.44636,0.41351,0.21803,2.0391,2.22798,1.73965,0.001092,0.001092,0.001092
108,1082.73,0.86119,0.62153,0.97605,0.51001,0.46618,0.41552,0.22037,2.01561,2.45258,1.7323,0.001074,0.001074,0.001074
109,1092.13,0.86299,0.60333,0.97514,0.53303,0.42398,0.40019,0.20912,2.0429,2.13175,1.78421,0.001056,0.001056,0.001056
110,1101.64,0.87757,0.60224,0.98025,0.52873,0.44215,0.41775,0.22052,2.00738,2.12767,1.68551,0.001038,0.001038,0.001038
111,1111.9,0.87456,0.59019,0.96998,0.58341,0.42635,0.41486,0.22139,2.0247,2.03692,1.74572,0.00102,0.00102,0.00102
112,1121.2,0.86188,0.57671,0.96769,0.64928,0.41997,0.44604,0.22666,2.0129,2.18006,1.69216,0.001002,0.001002,0.001002
113,1130.95,0.84038,0.58449,0.96728,0.60078,0.41435,0.42754,0.21639,2.02468,2.13352,1.70449,0.000984,0.000984,0.000984
114,1140.33,0.84515,0.56519,0.96652,0.58456,0.40438,0.4253,0.22314,1.98677,2.13961,1.6877,0.000966,0.000966,0.000966
115,1149.92,0.81512,0.56104,0.95155,0.5704,0.39999,0.41082,0.2135,2.01591,2.15277,1.75261,0.000948,0.000948,0.000948
116,1159.23,0.78966,0.54006,0.95079,0.53567,0.454,0.42901,0.22301,2.0432,2.07933,1.7749,0.00093,0.00093,0.00093
117,1168.51,0.78529,0.5384,0.94159,0.54519,0.48681,0.43397,0.22327,2.04413,2.13209,1.75747,0.000912,0.000912,0.000912
118,1178.29,0.80422,0.55314,0.94024,0.62503,0.4164,0.41996,0.21744,2.0244,2.08838,1.72249,0.000894,0.000894,0.000894
119,1187.64,0.78459,0.53411,0.93954,0.59609,0.42289,0.40676,0.21171,1.98799,2.11754,1.70023,0.000876,0.000876,0.000876
120,1197.42,0.7662,0.52152,0.94113,0.57522,0.45457,0.43941,0.23353,2.07122,2.12034,1.76277,0.000858,0.000858,0.000858
121,1207.2,0.77451,0.53308,0.92318,0.50196,0.42403,0.40308,0.21763,2.0451,2.21517,1.76564,0.00084,0.00084,0.00084
122,1216.97,0.75826,0.52567,0.91667,0.56757,0.44624,0.42802,0.22454,1.99817,2.14993,1.71158,0.000822,0.000822,0.000822
123,1226.6,0.72762,0.51766,0.92145,0.54568,0.49063,0.44313,0.22844,1.99823,2.01577,1.68802,0.000804,0.000804,0.000804
124,1235.96,0.75094,0.51383,0.91936,0.5214,0.4716,0.43643,0.2309,2.02947,2.10603,1.76775,0.000786,0.000786,0.000786
125,1245.8,0.74932,0.51461,0.91962,0.54,0.4311,0.41247,0.22077,2.00738,2.18416,1.74454,0.000768,0.000768,0.000768
126,1255.54,0.76991,0.52809,0.9195,0.54387,0.46163,0.43204,0.22621,2.02077,2.33044,1.68933,0.00075,0.00075,0.00075
127,1265.09,0.74945,0.50796,0.92827,0.59748,0.44864,0.44622,0.23595,2.02509,2.13794,1.71733,0.000732,0.000732,0.000732
128,1274.52,0.74738,0.49568,0.91885,0.54995,0.40877,0.4129,0.22841,2.01818,2.26563,1.72342,0.000714,0.000714,0.000714
129,1284.72,0.7369,0.51064,0.92073,0.5068,0.49968,0.43885,0.22999,2.0142,2.24812,1.73851,0.000696,0.000696,0.000696
130,1294.86,0.71983,0.49618,0.9024,0.47827,0.49672,0.43528,0.22968,2.0321,2.04417,1.72368,0.000678,0.000678,0.000678
131,1305.56,0.70717,0.49545,0.9135,0.57521,0.44919,0.44338,0.23096,1.99233,2.09193,1.71072,0.00066,0.00066,0.00066
132,1315.06,0.69163,0.48364,0.9066,0.5169,0.48681,0.44127,0.23297,2.00544,2.08436,1.73186,0.000642,0.000642,0.000642
133,1324.39,0.70502,0.48725,0.90978,0.56594,0.43548,0.42264,0.22918,2.06722,2.17409,1.76049,0.000624,0.000624,0.000624
134,1333.78,0.68498,0.48308,0.90303,0.58765,0.45653,0.43863,0.22683,2.03844,2.10215,1.72352,0.000606,0.000606,0.000606
135,1343.4,0.69401,0.48329,0.9059,0.55943,0.4475,0.42562,0.22704,1.98106,2.00941,1.69568,0.000588,0.000588,0.000588
136,1352.84,0.70679,0.48749,0.9094,0.49329,0.47593,0.40988,0.22047,2.00504,1.99702,1.72341,0.00057,0.00057,0.00057
137,1362.63,0.68566,0.47979,0.9016,0.52483,0.47479,0.40434,0.22062,2.04337,2.09849,1.73201,0.000552,0.000552,0.000552
138,1372.58,0.68632,0.4772,0.90727,0.52607,0.46716,0.4316,0.22771,2.01897,1.92259,1.73735,0.000534,0.000534,0.000534
139,1382.9,0.67525,0.46991,0.89289,0.5557,0.44636,0.41605,0.22825,2.02208,1.98907,1.72339,0.000516,0.000516,0.000516
140,1392.29,0.67202,0.46954,0.9023,0.55435,0.43167,0.42408,0.22715,1.99555,2.04622,1.70087,0.000498,0.000498,0.000498
141,1402.2,0.66495,0.45806,0.89853,0.56278,0.45457,0.42807,0.22736,2.01306,2.09949,1.70365,0.00048,0.00048,0.00048
142,1411.95,0.6466,0.45405,0.89731,0.60776,0.41697,0.42798,0.22855,2.0188,2.03841,1.69421,0.000462,0.000462,0.000462
143,1421.16,0.65833,0.45434,0.90354,0.58126,0.45571,0.43149,0.23072,2.00064,2.03087,1.68623,0.000444,0.000444,0.000444
144,1430.61,0.64493,0.44955,0.88884,0.5877,0.44255,0.43401,0.23859,1.98969,2.08754,1.68573,0.000426,0.000426,0.000426
145,1440.29,0.63013,0.44504,0.89179,0.6291,0.3935,0.42427,0.22616,2.02481,2.00833,1.73244,0.000408,0.000408,0.000408
146,1449.78,0.62169,0.44406,0.87559,0.5535,0.4475,0.43721,0.22814,2.02261,2.08526,1.71866,0.00039,0.00039,0.00039
147,1459.11,0.61975,0.43697,0.87717,0.55218,0.46659,0.42801,0.23644,2.01025,2.12126,1.69273,0.000372,0.000372,0.000372
148,1468.41,0.63218,0.4453,0.88619,0.55614,0.47422,0.42553,0.23477,1.99567,1.99124,1.69065,0.000354,0.000354,0.000354
149,1478.24,0.62362,0.43405,0.88356,0.57904,0.45627,0.44171,0.23892,1.97419,2.03094,1.67959,0.000336,0.000336,0.000336
150,1488.34,0.61124,0.43085,0.88079,0.5722,0.46242,0.43943,0.2373,1.98506,2.08596,1.665,0.000318,0.000318,0.000318
