epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
33,613.136,0.69432,0.37271,1.01021,0.9782,0.98856,0.99086,0.82619,0.66969,0.39399,1.16853,0.003416,0.003416,0.003416
34,635.455,0.68551,0.36541,1.00518,0.99118,0.9904,0.99242,0.83637,0.67012,0.38534,1.19993,0.0033665,0.0033665,0.0033665
35,654.518,0.7093,0.38507,0.98856,0.98436,0.99119,0.99428,0.82512,0.67243,0.40447,1.14026,0.003317,0.003317,0.003317
36,673.321,0.64927,0.36489,0.98193,0.98071,0.99559,0.99286,0.85845,0.58362,0.35257,1.08084,0.0032675,0.0032675,0.0032675
37,691.776,0.62762,0.35301,1.00148,0.97883,0.98678,0.99159,0.83612,0.62508,0.37549,1.12774,0.003218,0.003218,0.003218
38,712.557,0.63493,0.35857,1.01002,0.98911,0.99559,0.99112,0.84219,0.64657,0.38756,1.20784,0.0031685,0.0031685,0.0031685
39,734.731,0.62708,0.35502,0.98083,0.9848,0.99119,0.99168,0.82903,0.63936,0.40176,1.19731,0.003119,0.003119,0.003119
40,756.02,0.642,0.35738,0.96853,0.97462,0.98238,0.99144,0.84538,0.64856,0.39698,1.14234,0.0030695,0.0030695,0.0030695
41,778.123,0.67601,0.36238,0.98478,0.99559,0.99476,0.99372,0.81292,0.73758,0.37301,1.20652,0.00302,0.00302,0.00302
42,798.296,0.66604,0.34964,0.97459,0.99122,0.99435,0.99385,0.82465,0.70578,0.36227,1.14808,0.0029705,0.0029705,0.0029705
43,816.185,0.644,0.35247,0.99076,0.9912,0.99222,0.99102,0.84649,0.65319,0.35486,1.19364,0.002921,0.002921,0.002921
44,835.169,0.62962,0.34616,0.95012,0.99433,0.99559,0.99302,0.87069,0.58045,0.33848,1.08976,0.0028715,0.0028715,0.0028715
45,854.573,0.6009,0.34073,0.969,0.98156,0.99559,0.99155,0.86536,0.58737,0.33987,1.10974,0.002822,0.002822,0.002822
46,877.214,0.61341,0.33623,0.95713,0.98559,0.99559,0.99165,0.87218,0.56167,0.33233,1.0921,0.0027725,0.0027725,0.0027725
47,898.713,0.59857,0.32923,0.9473,0.98023,0.99559,0.99039,0.85822,0.57144,0.33354,1.13457,0.002723,0.002723,0.002723
48,916.629,0.58958,0.33468,0.9428,0.98434,0.99119,0.98602,0.85253,0.57005,0.32636,1.12821,0.0026735,0.0026735,0.0026735
49,935.66,0.55465,0.30902,0.92163,0.98352,0.99119,0.99275,0.87869,0.53302,0.31532,1.06512,0.002624,0.002624,0.002624
50,956.44,0.57013,0.30997,0.9286,0.98251,0.98966,0.99373,0.87433,0.56067,0.31855,1.10661,0.0025745,0.0025745,0.0025745
51,974.956,0.57888,0.31749,0.929,0.98504,0.99119,0.99407,0.86599,0.57856,0.31859,1.07629,0.002525,0.002525,0.002525
52,995.329,0.54901,0.30293,0.91457,0.98526,0.99119,0.99362,0.87278,0.5302,0.31272,1.06538,0.0024755,0.0024755,0.0024755
53,1030.61,0.55426,0.30126,0.90728,0.98635,0.99559,0.99248,0.86352,0.57527,0.31653,1.09776,0.002426,0.002426,0.002426
54,1049.18,0.5666,0.30518,0.91539,0.99122,0.99476,0.99312,0.84353,0.65417,0.34881,1.13443,0.0023765,0.0023765,0.0023765
55,1070.07,0.59209,0.31837,0.93472,0.98166,0.99559,0.99271,0.84339,0.63928,0.33189,1.09588,0.002327,0.002327,0.002327
56,1107.42,0.57618,0.31066,0.93537,0.98257,0.99343,0.99247,0.8457,0.62929,0.33905,1.11126,0.0022775,0.0022775,0.0022775
57,1125.35,0.58414,0.31144,0.92315,0.9858,0.99559,0.99192,0.86397,0.58854,0.32241,1.09304,0.002228,0.002228,0.002228
58,1163.52,0.55369,0.30523,0.93618,0.99026,0.99559,0.99348,0.85901,0.59236,0.31415,1.10784,0.0021785,0.0021785,0.0021785
59,1182.32,0.55088,0.29943,0.92881,0.99122,0.99514,0.9926,0.87272,0.56962,0.30564,1.1025,0.002129,0.002129,0.002129
60,1217.74,0.55044,0.29516,0.93643,0.99501,0.99559,0.99289,0.82776,0.7127,0.35653,1.25626,0.0020795,0.0020795,0.0020795
61,1237.43,0.58744,0.30283,0.93396,0.99467,0.99559,0.9939,0.83027,0.71443,0.34828,1.13907,0.00203,0.00203,0.00203
62,1257.61,0.60595,0.31748,0.93332,0.99122,0.99496,0.99356,0.85984,0.60686,0.32646,1.09871,0.0019805,0.0019805,0.0019805
63,1279.29,0.57903,0.31277,0.92093,0.9864,0.99559,0.99361,0.8707,0.57152,0.31571,1.08999,0.001931,0.001931,0.001931
64,1299.72,0.52754,0.29206,0.87998,0.99055,0.99559,0.99387,0.8759,0.56267,0.3,1.08451,0.0018815,0.0018815,0.0018815
65,1337.12,0.52173,0.27649,0.89285,0.99084,0.99559,0.99443,0.87336,0.57129,0.29614,1.06837,0.001832,0.001832,0.001832
66,1358.63,0.50541,0.28068,0.88297,0.9907,0.99559,0.99465,0.8708,0.56519,0.30052,1.08482,0.0017825,0.0017825,0.0017825
67,1381.59,0.50478,0.27986,0.89059,0.99095,0.99559,0.99447,0.88129,0.55983,0.2999,1.07582,0.001733,0.001733,0.001733
68,1400.86,0.50765,0.2779,0.86507,0.99122,0.99427,0.99348,0.86631,0.60028,0.3121,1.11131,0.0016835,0.0016835,0.0016835
69,1422.93,0.495,0.27635,0.87063,0.99092,0.99559,0.99377,0.86349,0.59569,0.30425,1.11438,0.001634,0.001634,0.001634
70,1459.77,0.5046,0.27658,0.89658,0.99511,0.99559,0.99324,0.87029,0.57622,0.30671,1.14631,0.0015845,0.0015845,0.0015845
71,1475.9,0.50465,0.27899,0.87919,0.9905,0.99559,0.9932,0.88176,0.5372,0.29605,1.06722,0.001535,0.001535,0.001535
72,1512.19,0.48122,0.27452,0.86648,0.98516,0.99559,0.99419,0.88793,0.53547,0.29879,1.06297,0.0014855,0.0014855,0.0014855
73,1528.16,0.48259,0.27101,0.86904,0.99464,0.99119,0.99398,0.88065,0.53316,0.28797,1.04499,0.001436,0.001436,0.001436
74,1548.5,0.48313,0.26344,0.85169,0.99094,0.99119,0.9946,0.87733,0.52748,0.28846,1.06572,0.0013865,0.0013865,0.0013865
75,1567.5,0.4699,0.25794,0.84275,0.98688,0.99559,0.99433,0.89127,0.50986,0.28262,1.0339,0.001337,0.001337,0.001337
76,1591.11,0.45453,0.25622,0.84435,0.99408,0.99119,0.99469,0.89945,0.51092,0.27389,1.03766,0.0012875,0.0012875,0.0012875
77,1613.42,0.44392,0.25043,0.85461,0.98224,0.99559,0.99442,0.88536,0.51941,0.29042,1.03416,0.001238,0.001238,0.001238
78,1631.36,0.48128,0.2629,0.84705,0.9869,0.9955,0.99393,0.87123,0.54237,0.28503,1.06947,0.0011885,0.0011885,0.0011885
79,1649.08,0.46238,0.25451,0.83834,0.97835,0.99545,0.99406,0.87927,0.53244,0.2885,1.05582,0.001139,0.001139,0.001139
80,1667.77,0.44444,0.25194,0.84161,0.99121,0.99373,0.99405,0.885,0.51537,0.27379,1.04528,0.0010895,0.0010895,0.0010895
81,1688.39,0.44379,0.24428,0.82925,0.99074,0.99559,0.99329,0.88556,0.52373,0.26868,1.06216,0.00104,0.00104,0.00104
82,1709.32,0.44184,0.24278,0.82995,0.99071,0.99559,0.99358,0.88678,0.51234,0.26994,1.04184,0.0009905,0.0009905,0.0009905
83,1730.68,0.44384,0.24143,0.82711,0.99081,0.99559,0.99361,0.89563,0.50873,0.26523,1.03075,0.000941,0.000941,0.000941
84,1768.15,0.4324,0.24082,0.83874,0.99088,0.99559,0.99392,0.89525,0.494,0.2526,1.03528,0.0008915,0.0008915,0.0008915
85,1787.48,0.42711,0.23563,0.83393,0.99054,0.99559,0.99361,0.89676,0.49716,0.25196,1.03529,0.000842,0.000842,0.000842
86,1822.97,0.43133,0.23473,0.81793,0.99077,0.99559,0.99303,0.89988,0.49295,0.26562,1.02067,0.0007925,0.0007925,0.0007925
87,1839.17,0.42948,0.23471,0.80229,0.98689,0.99504,0.99343,0.90454,0.48479,0.26364,1.01017,0.000743,0.000743,0.000743
88,1857.71,0.39834,0.22597,0.81814,0.99039,0.99559,0.99355,0.90029,0.48073,0.25607,1.01921,0.0006935,0.0006935,0.0006935
89,1878.61,0.42986,0.23292,0.81026,0.99051,0.99559,0.99352,0.8965,0.48243,0.25987,1.02132,0.000644,0.000644,0.000644
90,1897.88,0.39266,0.22234,0.81186,0.98617,0.99559,0.99357,0.89602,0.48269,0.25434,1.014,0.0005945,0.0005945,0.0005945
91,1919.98,0.39895,0.22395,0.80596,0.99519,0.99119,0.9931,0.89577,0.48459,0.24874,1.02052,0.000545,0.000545,0.000545
92,1956.95,0.39601,0.22037,0.80578,0.99337,0.99119,0.99381,0.89965,0.4989,0.25829,1.0271,0.0004955,0.0004955,0.0004955
93,1975.17,0.37919,0.21457,0.80282,0.99122,0.99458,0.99374,0.902,0.48192,0.25009,1.01972,0.000446,0.000446,0.000446
94,2011.95,0.39578,0.21483,0.80594,0.99118,0.99559,0.99327,0.90223,0.47027,0.24743,1.0119,0.0003965,0.0003965,0.0003965
95,2028.31,0.384,0.21311,0.79054,0.99406,0.99119,0.99367,0.90103,0.47766,0.25353,1.01512,0.000347,0.000347,0.000347
96,2047.25,0.39525,0.2179,0.79912,0.99073,0.99559,0.99394,0.90112,0.47846,0.24856,1.01829,0.0002975,0.0002975,0.0002975
97,2066.45,0.39256,0.21373,0.79502,0.99559,0.99409,0.99394,0.90408,0.476,0.25135,1.01486,0.000248,0.000248,0.000248
98,2088.05,0.39406,0.21298,0.79749,0.99554,0.99559,0.9939,0.90108,0.47816,0.24478,1.01748,0.0001985,0.0001985,0.0001985
99,2109.92,0.37593,0.21035,0.7959,0.99511,0.99559,0.99394,0.90017,0.47659,0.244,1.01614,0.000149,0.000149,0.000149
100,2129.41,0.38351,0.21062,0.78958,0.995,0.99559,0.99403,0.90329,0.47421,0.24725,1.01556,9.95e-05,9.95e-05,9.95e-05
